r,parity_prefix_int,parity_prefix_bin,popcount
609639,1023479,11111001110111110111,16
609695,485087,01110110011011011111,14
609727,321471,01001110011110111111,14
609775,948975,11100111101011101111,15
609823,126303,00011110110101011111,13
609839,440239,01101011011110101111,14
609919,712575,10101101111101111111,16
609947,342907,01010011101101111011,13
609959,588215,10001111100110110111,13
609983,125631,00011110101010111111,13
609999,552911,10000110111111001111,13
610047,888575,11011000111011111111,15
610079,326239,01001111101001011111,13
610139,65211,00001111111010111011,13
610151,401399,01100001111111110111,14
610159,849519,11001111011001101111,14
610207,998623,11110011110011011111,15
610215,513719,01111101011010110111,14
610239,444863,01101100100110111111,13
610303,610303,10010100111111111111,15
610375,499415,01111001111011010111,14
610395,640955,10011100011110111011,13
610463,481247,01110101011111011111,15
610471,864183,11010010111110110111,14
610495,776383,10111101100010111111,14
610527,355999,01010110111010011111,13
610543,742383,10110101001111101111,14
610555,319451,01001101111111011011,14
610559,323839,01001111000011111111,13
610587,223739,00110110100111111011,13
610623,204607,00110001111100111111,13
610719,981727,11101111101011011111,16
610799,327407,01001111111011101111,15
610815,632319,10011010010111111111,14
610907,974267,11101101110110111011,15
610971,671611,10100011111101111011,14
610975,760287,10111001100111011111,14
610983,685495,10100111010110110111,13
611007,347839,01010100111010111111,13
611023,947151,11100111001111001111,14
611055,187887,00101101110111101111,14
611071,891647,11011001101011111111,15
611099,762875,10111010001111111011,14
611103,423519,01100111011001011111,13
611143,490967,01110111110111010111,15
611175,510967,01111100101111110111,15
611263,847295,11001110110110111111,15
611327,619519,10010111001111111111,15
611355,831227,11001010111011111011,14
611359,888671,11011000111101011111,14
611375,440751,01101011100110101111,13
611455,783743,10111111010101111111,16
611487,578527,10001101001111011111,13
611567,1040367,11111101111111101111,18
611583,419071,01100110010011111111,13
611611,577019,10001100110111111011,13
611687,1029623,11111011010111110111,16
611711,715903,10101110110001111111,14
611743,163551,00100111111011011111,14
611775,430015,01101000111110111111,14
611867,521467,01111111010011111011,15
611887,94127,00010110111110101111,13
611967,763775,10111010011101111111,15
611999,1007071,11110101110111011111,16
612047,911311,11011110011111001111,15
612071,940919,11100101101101110111,14
612095,882431,11010111011011111111,16
612123,831483,11001010111111111011,15
612199,419831,01100110011111110111,14
612207,654959,10011111111001101111,15
612263,433847,01101001111010110111,13
612287,389567,01011111000110111111,14
612351,280575,01000100011111111111,13
612443,778171,10111101111110111011,16
612463,706415,10101100011101101111,13
612511,221151,00110101111111011111,15
612559,376271,01011011110111001111,14
612591,756719,10111000101111101111,14
612603,325595,01001111011111011011,14
612607,129279,00011111100011111111,14
612671,210751,00110011011100111111,13
612679,606167,10010011111111010111,14
612799,433087,01101001101110111111,14
612831,257951,00111110111110011111,15
612847,1005295,11110101011011101111,15
612863,806399,11000100110111111111,14
612911,619439,10010111001110101111,13
612975,646511,10011101110101101111,14
613019,366459,01011001011101111011,13
613031,294327,01000111110110110111,13
613071,555983,10000111101111001111,13
613095,892791,11011001111101110111,15
613103,194031,00101111010111101111,14
613115,445915,01101100110111011011,13
613119,897791,11011011001011111111,15
613147,834555,11001011101111111011,15
613343,636319,10011011010110011111,13
613359,519407,01111110110011101111,15
613371,776923,10111101101011011011,14
613375,736255,10110011101111111111,16
613403,1025787,11111010011011111011,15
613479,249591,00111100111011110111,14
613503,241023,00111010110101111111,14
613543,867255,11010011101110110111,14
613631,359679,01010111110011111111,15
613679,876207,11010101111010101111,14
613735,945655,11100110110111110111,15
613791,317151,01001101011011011111,13
613823,30655,00000111011110111111,13
613855,979871,11101111001110011111,15
613887,809471,11000101100111111111,14
613915,982267,11101111110011111011,16
613919,351583,01010101110101011111,13
613935,452527,01101110011110101111,14
614015,151423,00100100111101111111,13
614043,355195,01010110101101111011,13
614047,1013215,11110111010111011111,16
614079,350911,01010101101010111111,13
614095,982991,11101111111111001111,17
614139,424411,01100111100111011011,13
614143,474879,01110011111011111111,16
614235,896699,11011010111010111011,14
614247,462839,01110000111111110111,14
614271,905855,11011101001001111111,14
614303,1010911,11110110110011011111,15
614335,850367,11001111100110111111,15
614399,139263,00100001111111111111,14
614427,834299,11001011101011111011,14
614431,891743,11011001101101011111,14
614447,966063,11101011110110101111,15
614491,784315,10111111011110111011,16
614511,581487,10001101111101101111,14
614559,665567,10100010011111011111,13
614567,147383,00100011111110110111,13
614623,712351,10101101111010011111,14
614651,438235,01101010111111011011,14
614683,580091,10001101100111111011,13
614719,192319,00101110111100111111,14
614811,964219,11101011011001111011,14
614815,502495,01111010101011011111,14
614847,439231,01101011001110111111,14
614895,1019631,11111000111011101111,15
614911,243199,00111011010111111111,15
614959,97199,00010111101110101111,13
615039,154495,00100101101101111111,13
615067,708475,10101100111101111011,14
615103,695999,10101001111010111111,14
615143,898935,11011011011101110111,15
615151,568815,10001010110111101111,13
615163,390619,01011111010111011011,14
615167,551679,10000110101011111111,13
615271,465911,01110001101111110111,14
615359,556479,10000111110110111111,14
615451,48891,00001011111011111011,13
615455,876383,11010101111101011111,15
615583,246751,00111100001111011111,13
615663,1003503,11110100111111101111,16
615679,382207,01011101010011111111,14
615707,663035,10100001110111111011,13
615743,783167,10111111001100111111,15
615783,1041911,11111110010111110111,16
615871,933823,11100011111110111111,16
615903,261023,00111111101110011111,15
615935,815615,11000111000111111111,14
615983,262063,00111111111110101111,16
616063,636799,10011011011101111111,15
616143,612303,10010101011111001111,13
616219,892923,11011001111111111011,16
616295,849911,11001111011111110111,16
616303,962159,11101010111001101111,14
616447,63487,00001111011111111111,15
616511,1039935,11111101111000111111,16
616519,505559,01111011011011010111,14
616539,241595,00111010111110111011,14
616551,252663,00111101101011110111,14
616559,587631,10001111011101101111,14
616575,244095,00111011100101111111,14
616607,380895,01011100111111011111,15
616615,890807,11011001011110110111,14
616655,388559,01011110110111001111,14
616679,506231,01111011100101110111,14
616687,1006575,11110101101111101111,16
616699,632795,10011010011111011011,13
616703,436479,01101010100011111111,13
616767,223039,00110110011100111111,13
616775,643031,10011100111111010111,14
616807,948727,11100111100111110111,15
616859,605819,10010011111001111011,13
616895,93119,00010110101110111111,13
616927,1015711,11110111111110011111,17
616959,589311,10001111110111111111,16
617051,980411,11101111010110111011,15
617087,160639,00100111001101111111,13
617119,766431,10111011000111011111,14
617151,702143,10101011011010111111,14
617191,552823,10000110111101110111,13
617199,239087,00111010010111101111,13
617211,851419,11001111110111011011,15
617215,910079,11011110001011111111,15
617279,736575,10110011110100111111,14
617287,251351,00111101010111010111,13
617319,472055,01110011001111110111,14
617327,1038959,11111101101001101111,15
617343,417407,01100101111001111111,14
617407,972223,11101101010110111111,15
617455,482543,01110101110011101111,14
617471,191487,00101110101111111111,15
617503,882527,11010111011101011111,15
617575,728823,10110001111011110111,14
617599,114047,00011011110101111111,14
617627,892283,11011001110101111011,14
617631,383967,01011101101111011111,15
617639,879543,11010110101110110111,14
617711,833519,11001011011111101111,15
617723,441307,01101011101111011011,14
617755,669179,10100011010111111011,13
617791,195391,00101111101100111111,14
617831,327159,01001111110111110111,15
617887,509663,01111100011011011111,14
617967,1022703,11111001101011101111,15
617983,862719,11010010100111111111,14
618011,503035,01111010110011111011,14
618111,720767,10101111111101111111,17
618139,711547,10101101101101111011,14
618191,626639,10011000111111001111,13
618215,947063,11100111001101110111,14
618223,571887,10001011100111101111,13
618239,978687,11101110111011111111,17
618267,911355,11011110011111111011,16
618343,442359,01101011111111110111,16
618399,842975,11001101110011011111,14
618407,439991,01101011011010110111,13
618495,421887,01100110111111111111,16
618523,846587,11001110101011111011,14
618543,978351,11101110110110101111,15
618567,409303,01100011111011010111,13
618607,700271,10101010111101101111,14
618655,79839,00010011011111011111,13
618663,184247,00101100111110110111,13
618719,380575,01011100111010011111,13
618735,1012719,11110111001111101111,16
618747,966619,11101011111111011011,16
618779,248315,00111100100111111011,13
618799,653999,10011111101010101111,14
618815,425791,01100111111100111111,15
618943,451519,01101110001110111111,14
618975,776095,10111101011110011111,15
618991,745199,10110101111011101111,15
619007,869887,11010100010111111111,14
619039,129375,00011111100101011111,13
619099,261563,00111111110110111011,15
619119,652655,10011111010101101111,14
619135,207743,00110010101101111111,13
619175,710071,10101101010110110111,13
619199,356031,01010110111010111111,14
619215,971727,11101101001111001111,14
619239,911223,11011110011101110111,15
619247,310767,01001011110111101111,14
619263,981759,11101111101011111111,17
619295,448095,01101101011001011111,13
619335,695767,10101001110111010111,13
619367,977911,11101110101111110111,16
619391,423551,01100111011001111111,14
619519,578559,10001101001111111111,14
619547,937723,11100100111011111011,14
619611,244667,00111011101110111011,14
619623,734967,10110011011011110111,14
619679,390111,01011111001111011111,15
619743,359071,01010111101010011111,13
619751,376183,01011011110101110111,14
619759,917487,11011111111111101111,18
619775,443647,01101100010011111111,13
619803,388603,01011110110111111011,15
619823,882351,11010111011010101111,14
619847,646103,10011101101111010111,14
619879,1005047,11110101010111110111,15
619935,122591,00011101111011011111,14
619967,257983,00111110111110111111,16
619983,818895,11000111111011001111,14
620063,357727,01010111010101011111,13
620159,214911,00110100011101111111,13
620191,605663,10010011110111011111,14
620223,357055,01010111001010111111,13
620263,555895,10000111101101110111,13
620287,317183,01001101011011111111,14
620315,626683,10011000111111111011,14
620391,493559,01111000011111110111,14
620543,665599,10100010011111111111,14
620575,897887,11011011001101011111,14
620635,114619,00011011111110111011,14
620655,370543,01011010011101101111,13
620671,256383,00111110100101111111,14
620703,557023,10000111111111011111,15
620767,718495,10101111011010011111,14
620827,586235,10001111000111111011,13
620863,579391,10001101011100111111,13
620871,860119,11010001111111010111,14
620927,718975,10101111100001111111,14
620955,618107,10010110111001111011,13
620991,261055,00111111101110111111,16
621039,751343,10110111011011101111,15
621055,142847,00100010110111111111,13
621103,644015,10011101001110101111,13
621167,64879,00001111110101101111,13
621223,368055,01011001110110110111,13
621247,714431,10101110011010111111,14
621263,629711,10011001101111001111,13
621287,982903,11101111111101110111,17
621311,611071,10010101001011111111,13
621339,629755,10011001101111111011,14
621375,748863,10110110110100111111,14
621415,484343,01110110001111110111,14
621439,470655,01110010111001111111,14
621567,383999,01011101101111111111,16
621671,716535,10101110111011110111,15
621679,703343,10101011101101101111,14
621695,740735,10110100110101111111,14
621727,109535,00011010101111011111,13
621735,187319,00101101101110110111,13
621759,179391,00101011110010111111,13
621819,453595,01101110101111011011,14
621823,843007,11001101110011111111,15
621851,681467,10100110010111111011,13
621871,884399,11010111111010101111,15
621887,240447,00111010101100111111,13
621927,1019383,11111000110111110111,15
621983,128735,00011111011011011111,14
622015,776127,10111101011110111111,16
622079,145919,00100011100111111111,13
622111,359775,01010111110101011111,14
622207,536447,10000010111101111111,13
622235,379771,01011100101101111011,13
622271,359103,01010111101010111111,14
622287,90063,00010101111111001111,13
622319,584175,10001110100111101111,13
622331,448987,01101101100111011011,13
622335,122623,00011101111011111111,15
622363,96251,00010111011111111011,14
622439,159735,00100110111111110111,14
622495,1035487,11111100110011011111,15
622575,522479,01111111100011101111,15
622591,557055,10000111111111111111,16
622619,940795,11100101101011111011,14
622655,1046079,11111111011000111111,16
622663,421591,01100110111011010111,13
622695,258807,00111111001011110111,14
622703,704367,10101011111101101111,15
622751,116703,00011100011111011111,13
622815,1048223,11111111111010011111,17
622875,391675,01011111100111111011,15
622919,866263,11010011011111010111,14
623087,929519,11100010111011101111,14
623103,169471,00101001010111111111,13
623231,539519,10000011101101111111,13
623259,1044347,11111110111101111011,17
623295,1048255,11111111111010111111,18
623335,612215,10010101011101110111,13
623343,675311,10100100110111101111,13
623359,625407,10011000101011111111,13
623387,635899,10011011001111111011,14
623451,899771,11011011101010111011,14
623463,162807,00100111101111110111,14
623519,1013983,11110111100011011111,15
623551,253375,00111101110110111111,15
623583,253343,00111101110110011111,14
623599,488687,01110111010011101111,14
623615,697343,10101010001111111111,14
623643,892667,11011001111011111011,15
623647,474975,01110011111101011111,15
623707,256955,00111110101110111011,14
623719,747255,10110110011011110111,14
623771,898427,11011011010101111011,14
623775,697311,10101010001111011111,13
623847,388471,01011110110101110111,14
623855,602095,10010010111111101111,14
623871,849151,11001111010011111111,15
623899,622075,10010111110111111011,15
623999,949375,11100111110001111111,15
624031,372447,01011010111011011111,14
624063,188351,00101101111110111111,15
624111,1028847,11111011001011101111,15
624127,889343,11011001000111111111,14
624175,679855,10100101111110101111,14
624231,212215,00110011110011110111,13
624255,563071,10001001011101111111,13
624283,717691,10101111001101111011,14
624287,642527,10011100110111011111,14
624335,96207,00010111011111001111,13
624383,435967,01101010011011111111,14
624411,212987,00110011111111111011,15
624487,219127,00110101011111110111,14
624511,473727,01110011101001111111,14
624543,849119,11001111010011011111,14
624635,179931,00101011111011011011,13
624639,333823,01010001011111111111,14
624703,458303,01101111111000111111,15
624731,741307,10110100111110111011,14
624743,719607,10101111101011110111,15
624767,743807,10110101100101111111,14
624799,765919,10111010111111011111,16
624879,605167,10010011101111101111,14
624959,247615,00111100011100111111,13
624967,61399,00001110111111010111,13
624999,1022455,11111001100111110111,15
625051,450171,01101101111001111011,14
625119,188319,00101101111110011111,14
625151,859647,11010001110111111111,15
625263,896367,11011010110101101111,14
625279,234367,00111001001101111111,13
625383,626551,10011000111101110111,13
625435,814075,11000110101111111011,14
625479,701911,10101011010111010111,13
625511,316407,01001101001111110111,13
625519,965231,11101011101001101111,14
625535,278143,01000011111001111111,13
625599,259519,00111111010110111111,15
625647,228591,00110111110011101111,14
625663,347135,01010100101111111111,14
625691,898811,11011011011011111011,15
625767,950007,11100111111011110111,16
625775,715631,10101110101101101111,14
625823,768991,10111011101111011111,16
625831,904119,11011100101110110111,14
625855,191679,00101110110010111111,13
625871,391631,01011111100111001111,14
625903,628719,10011001011111101111,14
625919,961791,11101010110011111111,15
625947,120315,00011101010111111011,13
625991,652247,10011111001111010111,14
626023,744951,10110101110111110111,15
626079,435935,01101010011011011111,13
626111,239551,00111010011110111111,14
626159,932591,11100011101011101111,14
626175,182783,00101100100111111111,13
626223,685999,10100111011110101111,14
626303,466815,01110001111101111111,15
626331,1047419,11111111101101111011,17
626407,971639,11101101001101110111,14
626415,678383,10100101100111101111,13
626431,85759,00010100111011111111,13
626523,507579,01111011111010111011,15
626535,483319,01110101111111110111,16
626591,654559,10011111110011011111,15
626687,692223,10101000111111111111,15
626759,384727,01011101111011010111,14
626847,333791,01010001011111011111,13
626855,520119,01111110111110110111,16
626939,237531,00111001111111011011,14
626971,698875,10101010100111111011,13
627007,384831,01011101111100111111,15
627015,878551,11010110011111010111,14
627103,375519,01011011101011011111,14
627167,194463,00101111011110011111,14
627175,818807,11000111111001110111,14
627183,868079,11010011111011101111,15
627199,878079,11010110010111111111,15
627227,506107,01111011100011111011,14
627327,576383,10001100101101111111,13
627355,753531,10110111111101111011,16
627359,645599,10011101100111011111,14
627367,374199,01011011010110110111,13
627407,635855,10011011001111001111,13
627439,105967,00011001110111101111,13
627455,88831,00010101101011111111,13
627483,648187,10011110001111111011,14
627527,343511,01010011110111010111,13
627583,497279,01111001011001111111,14
627647,765375,10111010110110111111,15
627711,701439,10101011001111111111,15
627739,552699,10000110111011111011,13
627743,511839,01111100111101011111,15
627759,981423,11101111100110101111,15
627803,744379,10110101101110111011,14
627879,193463,00101111001110110111,13
627935,383647,01011101101010011111,13
627951,794607,11000001111111101111,14
628015,906927,11011101011010101111,14
628039,64471,00001111101111010111,13
628071,751095,10110111010111110111,15
628127,1031903,11111011111011011111,17
628159,675775,10100100111110111111,14
628175,892623,11011001111011001111,14
628255,382303,01011101010101011111,13
628271,733103,10110010111110101111,14
628327,224503,00110110110011110111,13
628351,485247,01110110011101111111,15
628383,859615,11010001110111011111,14
628415,381631,01011101001010111111,13
628455,629623,10011001101101110111,13
628479,964351,11101011011011111111,16
628507,716795,10101110111111111011,16
628583,403447,01100010011111110111,13
628591,441967,01101011111001101111,14
628607,486015,01110110101001111111,14
628647,974519,11101101111010110111,15
628731,192219,00101110111011011011,13
628763,946939,11100111001011111011,14
628799,1027647,11111010111000111111,15
628839,764663,10111010101011110111,14
628895,565215,10001001111111011111,14
628943,622031,10010111110111001111,14
628975,642031,10011100101111101111,14
628987,243675,00111011011111011011,14
628991,964863,11101011100011111111,15
629055,390975,01011111011100111111,15
629063,819159,11000111111111010111,15
629147,642683,10011100111001111011,13
629183,678847,10100101101110111111,14
629215,569247,10001010111110011111,13
629231,956143,11101001011011101111,14
629403,1038203,11111101011101111011,16
629479,89975,00010101111101110111,13
629487,112111,00011011010111101111,13
629503,94975,00010111001011111111,13
629531,719867,10101111101111111011,16
629567,773439,10111100110100111111,14
629607,508919,01111100001111110111,14
629631,315007,01001100111001111111,13
629727,259487,00111111010110011111,14
629759,1047551,11111111101111111111,19
629787,911099,11011110011011111011,15
629887,1011071,11110110110101111111,16
629919,347103,01010100101111011111,13
629927,523191,01111111101110110111,16
629999,813039,11000110011111101111,14
630015,441599,01101011110011111111,15
630043,706043,10101100010111111011,13
630119,929271,11100010110111110111,14
630171,621179,10010111101001111011,13
630207,112575,00011011011110111111,14
630255,944879,11100110101011101111,14
630299,376059,01011011110011111011,14
630399,659327,10100000111101111111,13
630431,865759,11010011010111011111,14
630479,212943,00110011111111001111,14
630527,786175,10111111111011111111,18
630555,55291,00001101011111111011,13
630591,751935,10110111100100111111,14
630619,519867,01111110111010111011,15
630631,118775,00011100111111110111,14
630687,961759,11101010110011011111,14
630719,768447,10111011100110111111,15
630783,450559,01101101111111111111,17
630811,555771,10000111101011111011,13
630815,514911,01111101101101011111,15
630831,163247,00100111110110101111,13
630855,446167,01101100111011010111,13
630895,1023855,11111001111101101111,16
630911,749951,10110111000101111111,14
630943,583647,10001110011111011111,14
630951,229303,00110111111110110111,15
631035,683995,10100110111111011011,14
631103,110399,00011010111100111111,13
631111,186327,00101101011111010111,13
631143,1028599,11111011000111110111,15
631195,456315,01101111011001111011,14
631199,387807,01011110101011011111,14
631231,684991,10100111001110111111,14
631263,239519,00111010011110011111,13
631279,904943,11011100111011101111,15
631295,521727,01111111010111111111,17
631343,736175,10110011101110101111,14
631423,662399,10100001101101111111,13
631487,941759,11100101111010111111,15
631527,96119,00010111011101110111,13
631535,290287,01000110110111101111,13
631579,873467,11010101001111111011,14
631623,355799,01010110110111010111,13
631655,121847,00011101101111110111,14
631711,1038559,11111101100011011111,15
631743,638399,10011011110110111111,15
631775,720287,10101111110110011111,15
631791,513263,01111101010011101111,14
631835,982779,11101111111011111011,17
631839,466783,01110001111101011111,14
631879,424663,01100111101011010111,13
631911,771831,10111100011011110111,14
632047,856047,11010000111111101111,14
632091,581115,10001101110111111011,14
632135,895959,11011010101111010111,14
632191,1023103,11111001110001111111,15
632255,196543,00101111111110111111,16
632287,572319,10001011101110011111,13
632423,580855,10001101110011110111,13
632447,128895,00011111011101111111,15
632479,60895,00001110110111011111,13
632559,684527,10100111000111101111,13
632603,909307,11011101111111111011,17
632679,342007,01010011011111110111,14
632687,454255,01101110111001101111,14
632703,318079,01001101101001111111,13
632831,899071,11011011011111111111,17
632903,390871,01011111011011010111,14
632923,1011643,11110110111110111011,16
632943,1029999,11111011011101101111,16
632959,1014143,11110111100101111111,16
632991,692191,10101000111111011111,14
632999,513975,01111101011110110111,15
633063,391543,01011111100101110111,14
633071,859119,11010001101111101111,14
633083,255963,00111110011111011011,14
633087,977151,11101110100011111111,15
633151,698175,10101010011100111111,13
633191,932343,11100011100111110111,14
633243,786043,10111111111001111011,16
633279,732095,10110010101110111111,14
633311,311199,01001011111110011111,14
633343,376319,01011011110111111111,16
633471,668543,10100011001101111111,13
633503,651743,10011111000111011111,14
633535,947903,11100111011010111111,15
633583,124399,00011110010111101111,13
633595,769499,10111011110111011011,15
633627,887803,11011000101111111011,14
633663,916799,11011111110100111111,16
633703,127991,00011111001111110111,14
633727,401023,01100001111001111111,13
633839,433391,01101001110011101111,13
633855,994303,11110010101111111111,16
633883,612091,10010101011011111011,13
633887,472927,01110011011101011111,14
633947,750523,10110111001110111011,14
633959,909047,11011101111011110111,16
633983,654719,10011111110101111111,16
634011,515451,01111101110101111011,15
634015,695263,10101001101111011111,14
634095,718831,10101111011111101111,16
634107,687067,10100111101111011011,14
634139,587259,10001111010111111011,14
634175,113471,00011011101100111111,13
634215,867831,11010011110111110111,15
634303,739263,10110100011110111111,14
634319,898767,11011011011011001111,14
634351,908015,11011101101011101111,15
634367,518655,01111110100111111111,16
634395,388347,01011110110011111011,14
634415,759727,10111001011110101111,14
634479,899439,11011011100101101111,14
634495,1032063,11111011111101111111,18
634527,878047,11010110010111011111,14
634575,249807,00111100111111001111,14
634599,635767,10011011001101110111,13
634607,293359,01000111100111101111,13
634623,208639,00110010111011111111,14
634651,174075,00101010011111111011,13
634715,483003,01110101111010111011,14
634727,294903,01000111111111110111,15
634791,980663,11101111011010110111,15
634815,780735,10111110100110111111,15
634879,798719,11000010111111111111,15
634951,851671,11001111111011010111,15
634991,946031,11100110111101101111,15
635039,292831,01000111011111011111,14
635071,194751,00101111100010111111,13
635119,865263,11010011001111101111,14
635131,589787,10001111111111011011,15
635199,769855,10111011111100111111,16
635207,903127,11011100011111010111,14
635367,892535,11011001111001110111,14
635375,597743,10010001111011101111,13
635439,748463,10110110101110101111,14
635483,572859,10001011110110111011,13
635519,387967,01011110101101111111,15
635547,450427,01101101111101111011,15
635551,63967,00001111100111011111,13
635583,995007,11110010111010111111,15
635631,196079,00101111110111101111,15
635647,211711,00110011101011111111,14
635719,712151,10101101110111010111,14
635751,371703,01011010101111110111,14
635775,407167,01100011011001111111,13
635839,216511,00110100110110111111,13
635871,765343,10111010110110011111,14
635903,1020927,11111001001111111111,16
635931,626427,10011000111011111011,13
635935,978783,11101110111101011111,16
635995,1014715,11110111101110111011,16
636007,915191,11011111011011110111,16
636063,701407,10101011001111011111,14
636135,621943,10010111110101110111,14
636143,835567,11001011111111101111,16
636187,699899,10101010110111111011,14
636263,955895,11101001010111110111,14
636319,958175,11101001111011011111,15
636383,584607,10001110101110011111,13
636519,249079,00111100110011110111,13
636543,690047,10101000011101111111,13
636575,818655,11000111110111011111,15
636671,235263,00111001011011111111,14
636699,872443,11010100111111111011,15
636775,378871,01011100011111110111,14
636799,510591,01111100101001111111,14
636839,261815,00111111111010110111,15
636927,747519,10110110011111111111,16
636955,971515,11101101001011111011,14
636959,521055,01111111001101011111,15
637019,655291,10011111111110111011,16
637039,1042287,11111110011101101111,16
637087,671711,10100011111111011111,15
637167,60399,00001110101111101111,13
637179,743387,10110101011111011011,14
637255,516055,01111101111111010111,16
637287,944631,11100110100111110111,14
637407,675743,10100100111110011111,13
637423,603887,10010011011011101111,13
637439,224767,00110110110111111111,15
637543,227575,00110111100011110111,13
637551,507247,01111011110101101111,15
637567,680831,10100110001101111111,13
637595,456571,01101111011101111011,15
637607,1039799,11111101110110110111,16
637647,252879,00111101101111001111,14
637671,212855,00110011111101110111,14
637679,349679,01010101010111101111,13
637691,781787,10111110110111011011,15
637723,875515,11010101101111111011,15
637727,777823,10111101111001011111,15
637799,435191,01101010001111110111,13
637823,126591,00011110111001111111,14
637947,195291,00101111101011011011,13
637951,924671,11100001101111111111,15
637983,485215,01110110011101011111,14
638015,1030719,11111011101000111111,15
638055,634615,10011010111011110111,14
638063,949103,11100111101101101111,15
638111,355295,01010110101111011111,14
638143,425151,01100111110010111111,14
638191,886767,11011000011111101111,14
638207,761087,10111001110011111111,15
638235,370171,01011010010111111011,13
638255,474799,01110011111010101111,14
638271,125759,00011110101100111111,13
638311,904695,11011100110111110111,15
638335,1029247,11111011010001111111,15
638363,645755,10011101101001111011,13
638367,964319,11101011011011011111,15
638447,969455,11101100101011101111,14
638463,227839,00110111100111111111,15
638495,998751,11110011110101011111,15
638567,586999,10001111010011110111,13
638591,618367,10010110111101111111,15
638623,185823,00101101010111011111,13
638655,998079,11110011101010111111,15
638671,729039,10110001111111001111,14
638719,663295,10100001111011111111,14
638747,178171,00101011011111111011,14
638783,776511,10111101100100111111,14
638823,1028087,11111010111111110111,17
638847,324223,01001111001001111111,13
638911,219583,00110101100110111111,13
638975,245759,00111011111111111111,17
639003,629499,10011001101011111011,13
639007,981855,11101111101101011111,16
639023,236975,00111001110110101111,13
639087,327535,01001111111101101111,15
639103,774527,10111101000101111111,14
639143,974775,11101101111110110111,16
639199,835231,11001011111010011111,14
639215,877551,11010110001111101111,14
639227,757723,10111000111111011011,14
639259,702971,10101011100111111011,14
639295,347967,01010100111100111111,13
639303,522199,01111111011111010111,16
639423,758719,10111001001110111111,14
639471,323311,01001110111011101111,14
639487,415231,01100101010111111111,14
639579,585147,10001110110110111011,13
639615,621439,10010111101101111111,15
639643,831355,11001010111101111011,14
639647,895455,11011010100111011111,14
639679,802495,11000011111010111111,14
639727,364015,01011000110111101111,13
639743,248575,00111100101011111111,14
639771,881659,11010111001111111011,15
639815,380375,01011100110111010111,13
639835,522939,01111111101010111011,15
639847,1031159,11111011101111110111,17
639871,419455,01100110011001111111,13
639903,964831,11101011100011011111,14
639935,564671,10001001110110111111,13
639983,439535,01101011010011101111,13
639999,943103,11100110001111111111,15
640027,89851,00010101111011111011,13
640031,163679,00100111111101011111,14
640071,449239,01101101101011010111,13
640155,521595,01111111010101111011,15
640159,713695,10101110001111011111,14
640239,815087,11000110111111101111,15
640255,767231,10111011010011111111,15
640283,703995,10101011110111111011,15
640383,932991,11100011110001111111,14
640415,618207,10010110111011011111,14
640447,991167,11110001111110111111,16
640479,678815,10100101101110011111,13
640495,914159,11011111001011101111,15
640511,512511,01111101000111111111,15
640615,392439,01011111110011110111,15
640639,284543,01000101011101111111,13
640719,735183,10110011011111001111,14
640751,709103,10101101000111101111,13
640767,681727,10100110011011111111,14
640795,524283,01111111111111111011,18
640839,358871,01010111100111010111,13
640859,489147,01110111011010111011,14
640895,129663,00011111101001111111,14
641019,425691,01100111111011011011,14
641023,546815,10000101011111111111,14
641087,900671,11011011111000111111,15
641127,637687,10011011101011110111,14
641135,1005423,11110101011101101111,15
641183,1044447,11111110111111011111,18
641191,980919,11101111011110110111,16
641263,818159,11000111101111101111,15
641351,503767,01111010111111010111,15
641383,907767,11011101100111110111,15
641503,106399,00011001111110011111,13
641511,898679,11011011011001110111,14
641519,616175,10010110011011101111,13
641535,24063,00000101110111111111,13
641647,519535,01111110110101101111,15
641663,119679,00011101001101111111,13
641691,1025915,11111010011101111011,15
641727,1021631,11111001011010111111,15
641767,249719,00111100111101110111,14
641787,220635,00110101110111011011,13
641863,718295,10101111010111010111,14
641903,457327,01101111101001101111,14
641919,360063,01010111111001111111,15
641983,570815,10001011010110111111,13
642047,986111,11110000101111111111,15
642075,95995,00010111011011111011,13
642079,317279,01001101011101011111,13
642139,775099,10111101001110111011,14
642151,245495,00111011111011110111,15
642175,810367,11000101110101111111,14
642203,982395,11101111110101111011,16
642207,1047519,11111111101111011111,18
642287,874479,11010101011111101111,15
642299,760795,10111001101111011011,14
642303,158975,00100110110011111111,13
642351,487087,01110110111010101111,14
642367,351039,01010101101100111111,13
642407,597495,10010001110111110111,13
642463,976607,11101110011011011111,15
642495,1009599,11110110011110111111,16
642543,326383,01001111101011101111,14
642591,1011039,11110110110101011111,15
642687,155519,00100101111101111111,14
642715,834427,11001011101101111011,14
642719,902623,11011100010111011111,14
642751,1010367,11110110101010111111,15
642767,716751,10101110111111001111,15
642799,367087,01011001100111101111,13
642815,724735,10110000111011111111,14
642907,229051,00110111111010111011,14
642919,827383,11001001111111110111,15
642975,441567,01101011110011011111,14
643071,315391,01001100111111111111,15
643103,502623,01111010101101011111,14
643183,1019759,11111000111101101111,15
643231,1038303,11111101011111011111,17
643239,307127,01001010111110110111,13
643295,847519,11001110111010011111,14
643311,185327,00101101001111101111,13
643323,1007579,11110101111111011011,16
643355,715259,10101110100111111011,14
643391,696127,10101001111100111111,14
643487,621279,10010111101011011111,14
643551,112543,00011011011110011111,13
