r,parity_prefix_int,parity_prefix_bin,popcount
33947,439675,01101011010101111011,13
33951,1024991,11111010001111011111,15
34023,585079,10001110110101110111,13
34031,274415,01000010111111101111,13
34047,390399,01011111010011111111,15
34075,687611,10100111110111111011,15
34119,510935,01111100101111010111,14
34175,97407,00010111110001111111,13
34207,569055,10001010111011011111,13
34239,909247,11011101111110111111,17
34279,522871,01111111101001110111,15
34303,430591,01101001000111111111,13
34351,876463,11010101111110101111,15
34395,711099,10101101100110111011,13
34431,1021823,11111001011101111111,16
34459,914299,11011111001101111011,15
34463,314847,01001100110111011111,13
34511,817103,11000111011111001111,14
34559,632575,10011010011011111111,14
34587,540667,10000011111111111011,14
34663,153591,00100101011111110111,13
34719,259295,00111111010011011111,14
34727,683703,10100110111010110111,13
34811,376539,01011011111011011011,14
34815,530431,10000001011111111111,13
34879,785983,10111111111000111111,16
34919,522999,01111111101011110111,16
34975,45023,00001010111111011111,13
35055,277487,01000011101111101111,13
35143,126935,00011110111111010111,14
35227,646779,10011101111001111011,14
35263,887743,11011000101110111111,14
35295,1040287,11111101111110011111,17
35303,489079,01110111011001110111,14
35439,437615,01101010110101101111,13
35483,616315,10010110011101111011,13
35519,612031,10010101011010111111,13
35611,224251,00110110101111111011,14
35647,515391,01111101110100111111,15
35655,1029591,11111011010111010111,15
35687,775159,10111101001111110111,15
35695,768623,10111011101001101111,14
35711,736895,10110011111001111111,15
35775,587199,10001111010110111111,14
35823,163055,00100111110011101111,13
35839,543743,10000100101111111111,13
35943,229111,00110111111011110111,15
35951,912239,11011110101101101111,15
35967,499071,01111001110101111111,15
35999,48095,00001011101111011111,13
36007,445367,01101100101110110111,13
36031,388287,01011110110010111111,14
36047,588239,10001111100111001111,13
36079,301039,01001001011111101111,13
36091,875483,11010101101111011011,14
36095,109823,00011010110011111111,13
36123,841211,11001101010111111011,14
36167,324567,01001111001111010111,13
36199,679415,10100101110111110111,14
36255,239327,00111010011011011111,13
36287,174015,00101010011110111111,13
36303,513743,01111101011011001111,14
36335,735983,10110011101011101111,14
36351,379391,01011100100111111111,14
36399,882607,11010111011110101111,15
36463,514415,01111101100101101111,14
36479,925567,11100001111101111111,15
36507,326523,01001111101101111011,14
36559,864207,11010010111111001111,14
36583,775031,10111101001101110111,14
36591,1006063,11110101100111101111,15
36607,806655,11000100111011111111,14
36699,966331,11101011111010111011,15
36711,810999,11000101111111110111,15
36767,720095,10101111110011011111,15
36863,495615,01111000111111111111,16
36935,581335,10001101111011010111,13
36975,610159,10010100111101101111,13
37023,923615,11100001011111011111,14
37031,847799,11001110111110110111,15
37071,685519,10100111010111001111,13
37087,634527,10011010111010011111,13
37103,496623,01111001001111101111,14
37115,171995,00101001111111011011,13
37147,1026555,11111010100111111011,15
37183,450367,01101101111100111111,15
37191,419799,01100110011111010111,13
37279,572127,10001011101011011111,13
37343,1046431,11111111011110011111,17
37351,228983,00110111111001110111,14
37503,1035135,11111100101101111111,16
37531,32635,00000111111101111011,13
37535,317919,01001101100111011111,13
37543,964023,11101011010110110111,14
37567,626367,10011000111010111111,13
37615,826863,11001001110111101111,14
37631,809727,11000101101011111111,14
37659,320507,01001110001111111011,13
37663,702047,10101011011001011111,13
37703,933335,11100011110111010111,14
37823,699839,10101010110110111111,14
37855,904607,11011100110110011111,14
37887,504831,01111011001111111111,16
37915,1011451,11110110111011111011,16
37919,970591,11101100111101011111,15
37935,129455,00011111100110101111,13
37991,513783,01111101011011110111,15
38015,505215,01111011010101111111,15
38055,390071,01011111001110110111,14
38111,973471,11101101101010011111,14
38119,679287,10100101110101110111,13
38127,204783,00110001111111101111,14
38143,697599,10101010010011111111,13
38191,448175,01101101011010101111,13
38215,130007,00011111101111010111,14
38247,685559,10100111010111110111,14
38303,311007,01001011111011011111,14
38335,872383,11010100111110111111,15
38351,433871,01101001111011001111,13
38431,972127,11101101010101011111,14
38527,943999,11100110011101111111,15
38559,400863,01100001110111011111,13
38591,971455,11101101001010111111,14
38655,243455,00111011011011111111,15
38683,389115,01011110111111111011,16
38759,206839,00110010011111110111,13
38767,638575,10011011111001101111,14
38823,122551,00011101111010110111,13
38879,883103,11010111100110011111,14
38907,388827,01011110111011011011,14
38911,591871,10010000011111111111,13
38939,750331,10110111001011111011,14
38959,357807,01010111010110101111,13
39003,499643,01111001111110111011,15
39071,630751,10011001111111011111,15
39119,294351,01000111110111001111,13
39151,314351,01001100101111101111,13
39163,178139,00101011011111011011,13
39167,112895,00011011100011111111,13
39231,456511,01101111011100111111,15
39239,360407,01010111111111010111,15
39359,875455,11010101101110111111,15
39391,1027999,11111010111110011111,16
39407,759535,10111001011011101111,14
39471,897967,11011011001110101111,14
39579,448379,01101101011101111011,14
39591,605623,10010011110110110111,13
39631,867279,11010011101111001111,14
39655,810871,11000101111101110111,14
39663,833007,11001011010111101111,14
39679,815871,11000111001011111111,14
39707,392187,01011111101111111011,16
39711,343647,01010011111001011111,13
39807,773759,10111100111001111111,15
39871,370111,01011010010110111111,13
39903,193951,00101111010110011111,13
39935,850943,11001111101111111111,17
39999,645695,10011101101000111111,13
40047,613231,10010101101101101111,13
40063,421247,01100110110101111111,14
40095,936927,11100100101111011111,14
40103,850871,11001111101110110111,15
40175,223215,00110110011111101111,14
40191,769279,10111011110011111111,16
40219,1033723,11111100010111111011,15
40295,732663,10110010110111110111,14
40319,644223,10011101010001111111,13
40383,178111,00101011011110111111,14
40431,748271,10110110101011101111,14
40475,572667,10001011110011111011,13
40479,630111,10011001110101011111,13
40575,987007,11110000111101111111,15
40603,633723,10011010101101111011,13
40607,407007,01100011010111011111,13
40639,629439,10011001101010111111,13
40655,147407,00100011111111001111,13
40699,702939,10101011100111011011,13
40703,589567,10001111111011111111,16
40731,120827,00011101011111111011,14
40795,978619,11101110111010111011,15
40807,184311,00101100111111110111,14
40863,765151,10111010110011011111,14
40895,702911,10101011100110111111,14
40959,253951,00111101111111111111,17
40987,1014523,11110111101011111011,16
40991,973663,11101101101101011111,15
41007,359855,01010111110110101111,14
41031,249559,00111100111011010111,13
41051,505787,01111011011110111011,15
41071,434031,01101001111101101111,14
41119,649183,10011110011111011111,15
41127,556983,10000111111110110111,14
41211,880603,11010110111111011011,15
41279,831295,11001010111100111111,14
41287,382935,01011101011111010111,14
41371,652923,10011111011001111011,14
41375,584415,10001110101011011111,13
41407,881599,11010111001110111111,15
41471,456191,01101111010111111111,16
41599,990079,11110001101101111111,15
41631,510431,01111100100111011111,14
41663,89791,00010101111010111111,13
41703,817015,11000111011101110111,14
41711,749039,10110110110111101111,15
41727,862975,11010010101011111111,14
41755,414715,01100101001111111011,13
41791,521535,01111111010100111111,15
41799,945623,11100110110111010111,14
41831,187383,00101101101111110111,14
41919,703935,10101011110110111111,15
41951,523679,01111111110110011111,16
41983,607231,10010100001111111111,13
42011,655099,10011111111011111011,16
42055,228055,00110111101011010111,13
42111,517503,01111110010101111111,15
42223,397295,01100000111111101111,13
42235,881627,11010111001111011011,14
42267,646651,10011101110111111011,15
42311,437207,01101010101111010111,13
42399,675551,10100100111011011111,13
42431,524223,01111111111110111111,18
42463,1031071,11111011101110011111,16
42543,475055,01110011111110101111,15
42587,375227,01011011100110111011,13
42599,1039607,11111101110011110111,16
42623,325503,01001111011101111111,15
42655,126431,00011110110111011111,14
42703,890831,11011001011111001111,14
42735,1012207,11110111000111101111,15
42751,870143,11010100011011111111,14
42779,581627,10001101111111111011,15
42855,538615,10000011011111110111,13
42863,650863,10011110111001101111,14
42879,776831,10111101101001111111,15
42919,708279,10101100111010110111,13
43007,571391,10001011011111111111,15
43079,587479,10001111011011010111,13
43099,421819,01100110111110111011,14
43119,440175,01101011011101101111,14
43135,424319,01100111100101111111,14
43167,888799,11011000111111011111,15
43175,972727,11101101011110110111,15
43239,588151,10001111100101110111,13
43247,400367,01100001101111101111,13
43259,190427,00101110011111011011,13
43263,125183,00011110100011111111,13
43327,1025855,11111010011100111111,15
43367,735735,10110011100111110111,14
43419,65147,00001111111001111011,13
43487,901023,11011011111110011111,16
43495,513655,01111101011001110111,14
43519,48639,00001011110111111111,14
43647,996223,11110011001101111111,15
43675,640891,10011100011101111011,13
43679,324063,01001111000111011111,13
43687,617911,10010110110110110111,13
43711,95935,00010111011010111111,13
43727,879567,11010110101111001111,14
43751,864119,11010010111101110111,14
43759,845295,11001110010111101111,14
43771,703963,10101011110111011011,14
43803,429051,01101000101111111011,13
43807,355935,01010110111001011111,13
43839,982335,11101111110100111111,16
43879,193527,00101111001111110111,14
43903,204415,00110001111001111111,13
43943,686775,10100111101010110111,13
44015,236783,00111001110011101111,13
44031,404479,01100010101111111111,14
44135,974583,11101101111011110111,16
44159,851327,11001111110101111111,16
44187,974203,11101101110101111011,15
44191,891871,11011001101111011111,15
44263,685431,10100111010101110111,13
44271,391151,01011111011111101111,16
44283,883675,11010111101111011011,15
44287,347391,01010100110011111111,13
44315,652795,10011111010111111011,15
44351,834367,11001011101100111111,14
44495,440015,01101011011011001111,13
44543,846335,11001110100111111111,15
44571,584955,10001110110011111011,13
44655,440687,01101011100101101111,13
44671,966527,11101011111101111111,17
44703,419295,01100110010111011111,13
44751,184271,00101100111111001111,13
44783,752111,10110111100111101111,15
44799,143103,00100010111011111111,13
44827,370683,01011010011111111011,14
44903,229367,00110111111111110111,16
44967,128695,00011111011010110111,13
44991,715199,10101110100110111111,14
45055,339967,01010010111111111111,15
45127,392919,01011111111011010111,15
45147,518075,01111110011110111011,15
45167,94063,00010110111101101111,13
45215,882655,11010111011111011111,16
45247,391359,01011111100010111111,14
45263,710095,10101101010111001111,13
45295,406511,01100011001111101111,13
45307,524251,01111111111111011011,17
45375,48959,00001011111100111111,13
45383,444375,01101100011111010111,13
45471,678623,10100101101011011111,13
45543,433783,01101001111001110111,13
45659,1031611,11111011110110111011,16
45695,453503,01101110101101111111,15
45723,778107,10111101111101111011,16
45727,129503,00011111100111011111,14
45807,916975,11011111110111101111,17
45823,146175,00100011101011111111,13
45895,908759,11011101110111010111,15
45927,568311,10001010101111110111,13
45951,210559,00110011011001111111,13
46079,431103,01101001001111111111,14
46111,257887,00111110111101011111,15
46171,424891,01100111101110111011,14
46183,980727,11101111011011110111,16
46191,619375,10010111001101101111,13
46207,480639,01110101010101111111,14
46239,898015,11011011001111011111,15
46303,637599,10011011101010011111,13
46311,294263,01000111110101110111,13
46319,770031,10111011111111101111,17
46363,896507,11011010110111111011,15
46439,759287,10111001010111110111,14
46495,106207,00011001111011011111,13
46527,470975,01110010111110111111,15
46559,1043359,11111110101110011111,16
46623,636255,10011011010101011111,13
46639,511919,01111100111110101111,15
46719,1017727,11111000011101111111,15
46751,359903,01010111110111011111,15
46783,635583,10011011001010111111,13
46823,867191,11010011101101110111,14
46847,169727,00101001011011111111,13
46951,575479,10001100011111110111,13
46959,876143,11010101111001101111,14
47015,589495,10001111111010110111,14
47071,907679,11011101100110011111,14
47103,26623,00000110011111111111,13
47131,774907,10111101001011111011,14
47135,979807,11101111001101011111,15
47151,382383,01011101010110101111,13
47195,851899,11001111111110111011,16
47215,452463,01101110011101101111,14
47263,475103,01110011111111011111,16
47311,368079,01011001110111001111,13
47343,125935,00011110101111101111,14
47359,350463,01010101100011111111,13
47431,843735,11001101111111010111,15
47463,748023,10110110100111110111,14
47515,896635,11011010111001111011,14
47551,474047,01110011101110111111,15
47583,1003423,11110100111110011111,15
47615,552447,10000110110111111111,14
47727,965999,11101011110101101111,15
